product_name,release_year,market_tier_bracket,chipset,storage_gb,ram_gb,storage_type,display_size_inches,display_ppi,display_tech,display_refresh_rate_hz,brightness_nits,battery_capacity_mah,wired_charging_power,has_wireless_charging,rear_main_camera_megapixels,has_ultrawide,has_macro,has_telephoto,has_periscope,aperture,IP_Rating,is_dustproof,is_waterproof,has_optical_image_stabilization,front_camera_megapixels,video_resolution_options,fps,weight_grams,thickness_mm,form_factor,max_network_generation,operating_system,operating_system_version,back_panel_material,chassis_frame_material,HDR_status,rear_camera_count,nano_sim,has_esim_support,display_protection_tier,chipset_score,score_performance_hardware,score_camera_system,score_display,score_design_build_quality,score_battery_charging,score_software_os_connectivity_features,score_overall
Samsung Galaxy S21 5G,2021,Flagship,Snapdragon 888,128,6,UFS 3.1,6.2,421,Dynamic AMOLED 2X,120,520,4000,25,TRUE,12,TRUE,FALSE,TRUE,FALSE,1.8,IP68,TRUE,TRUE,TRUE,10,4320,24,169,7.9,bar,5G,Android,11,Plastic,Aluminum,HDR10+,3,2,TRUE,premium_branded,47,45.45,69,73.54,77.93,35.45,81.43,61.12
Samsung Galaxy A36,2025,Mid-Range,Snapdragon 6 Gen 3,256,12,UFS 2.2,6.7,385,Super AMOLED,120,1200,5000,45,FALSE,50,TRUE,TRUE,FALSE,FALSE,1.8,IP67,TRUE,TRUE,TRUE,12,2160,30,195,7.4,bar,5G,Android,15,Glass,Plastic,Unknown,3,2,TRUE,premium_branded,39,43.12,74.62,61.76,70.11,42.73,96.29,61.11
Google Pixel 8a,2024,Mid-Range,Tensor G3,256,8,UFS 3.1,6.1,430,OLED,120,800,4492,18,TRUE,64,TRUE,FALSE,FALSE,FALSE,1.9,IP67,TRUE,TRUE,TRUE,13,2160,60,188,8.9,bar,5G,Android,14,Plastic,Aluminum,HDR,2,1,TRUE,standard_branded,56,54.29,74.17,64.48,62.57,40.29,75.07,61.11
Huawei nova 12 Ultra,2024,Mid-Range,Kirin 9000S,1024,12,Unknown,6.76,449,LTPO OLED,120,600,4600,100,FALSE,50,TRUE,FALSE,FALSE,FALSE,1.4,Unknown,FALSE,FALSE,FALSE,8,2160,30,198,7.7,bar,5G,HarmonyOS,4,Eco-Leather,Unknown,HDR,2,2,TRUE,premium_branded,41,49.06,68.24,70.65,41.85,56.73,83.71,61.11
OnePlus Nord CE3,2023,Mid-Range,Snapdragon 782G,256,12,UFS 3.1,6.7,394,Fluid AMOLED,120,600,5000,80,FALSE,50,TRUE,TRUE,FALSE,FALSE,1.8,Unknown,FALSE,FALSE,TRUE,16,2160,30,184,8.2,bar,5G,Android,13,Plastic,Plastic,HDR10+,3,2,TRUE,none_generic,38,47.77,76.1,69.9,27.22,55.45,88.86,61.07
Honor Magic5,2023,Flagship,Snapdragon 8 Gen 2,256,8,UFS,6.73,439,OLED,120,640,5100,66,FALSE,54,TRUE,FALSE,TRUE,FALSE,1.9,Unknown,FALSE,FALSE,FALSE,12,2160,60,191,7.8,bar,5G,Android,13,"Eco-Leather, Glass",Unknown,HDR10+,3,2,TRUE,none_generic,63,54.74,65.8,68.9,37.47,51.86,88.86,61.04
Sony Xperia Pro-I,2021,Flagship,Snapdragon 888,512,12,UFS 3.x,6.5,643,OLED,120,600,4500,30,FALSE,12,TRUE,FALSE,TRUE,FALSE,2,IP65/IP68,TRUE,TRUE,TRUE,8,2160,120,211,8.9,bar,5G,Android,11,Glass,Aluminum,HDR,3,2,TRUE,premium_branded,47,53.5,70.71,66.96,75.27,29.77,81.43,61.04
OnePlus 10R,2022,Mid-Range,Dimensity 8100,256,8,UFS 3.1,6.7,394,Fluid AMOLED,120,600,5000,80,FALSE,50,TRUE,TRUE,FALSE,FALSE,1.8,Unknown,FALSE,FALSE,TRUE,16,2160,30,186,8.2,bar,5G,Android,12,Plastic,Plastic,HDR10+,3,2,TRUE,standard_branded,45,47.69,76.1,69.9,30.61,55.45,85.14,61.02
Nothing Phone (1),2022,Mid-Range,Snapdragon 778G Plus,256,12,UFS 3.1,6.55,402,OLED,120,480,4500,33,TRUE,50,TRUE,FALSE,FALSE,FALSE,1.9,IP53,TRUE,TRUE,TRUE,16,2160,30,193.5,8.3,bar,5G,Android,12,Glass,Aluminum,HDR10+,2,2,TRUE,standard_branded,39,48.37,73.95,65.31,56.69,45.86,85.14,61.01
Honor Magic4,2022,Flagship,Snapdragon 8 Gen 1,512,12,Unknown,6.81,431,LTPO OLED,120,1000,4800,66,FALSE,50,TRUE,FALSE,FALSE,FALSE,1.8,IP54,TRUE,TRUE,FALSE,12,2160,60,199,8.8,bar,5G,Android,12,Unknown,Unknown,HDR10+,3,2,TRUE,none_generic,52,50.5,64.45,78.25,41.89,47.36,85.14,60.97
Nothing Phone (3a) Pro,2025,Mid-Range,Snapdragon 7s Gen 3,256,8,Unknown,6.77,387,AMOLED,120,1300,5000,50,FALSE,50,TRUE,FALSE,FALSE,FALSE,1.9,IP64,TRUE,TRUE,TRUE,50,2160,30,211,8.4,bar,5G,Android,15,Glass,Plastic,HDR10+,3,2,TRUE,standard_branded,43,38.24,79.88,71.43,47.17,44.55,96.29,60.85
Huawei Mate 40 Pro+,2020,Flagship,Kirin 9000,256,8,SFS 1.0,6.76,456,OLED,90,600,4400,65,TRUE,50,TRUE,FALSE,TRUE,TRUE,1.9,IP68,TRUE,TRUE,TRUE,13,2160,60,230,8.8,bar,5G,Android,10,Ceramic,Aluminum,HDR10,4,2,TRUE,none_generic,46,43.04,81.17,54.32,68,56,77.71,60.83
Motorola G96,2025,Entry-Level,Snapdragon 7s Gen 2,128,8,UFS 2.2,6.67,395,P-OLED,144,640,5500,30,FALSE,50,TRUE,FALSE,FALSE,FALSE,1.9,IP68,TRUE,TRUE,TRUE,32,2160,30,178,7.9,bar,5G,Android,15,Eco-Leather,Plastic,Unknown,2,2,TRUE,standard_branded,38,36.95,79.88,60.06,72.31,44.77,96.29,60.8
Honor 600e,2026,Entry-Level,Dimensity 7100,512,8,Unknown,6.6,434,AMOLED,120,2000,6520,45,FALSE,108,TRUE,FALSE,FALSE,FALSE,1.8,IP66,TRUE,TRUE,FALSE,16,1080,30,180,7.3,bar,5G,Android,16,Glass,Aluminum,Unknown,2,2,TRUE,none_generic,36,36.62,61.22,67.5,72.46,57.73,100,60.8
Google Pixel 8a,2024,Mid-Range,Tensor G3,128,8,UFS 3.1,6.1,430,OLED,120,800,4492,18,TRUE,64,TRUE,FALSE,FALSE,FALSE,1.9,IP67,TRUE,TRUE,TRUE,13,2160,60,188,8.9,bar,5G,Android,14,Plastic,Aluminum,HDR,2,1,TRUE,standard_branded,56,53,74.17,64.48,62.57,40.29,75.07,60.79
Apple iPhone 14,2022,Flagship,A15 Bionic,256,6,NVMe,6.1,460,Super Retina XDR OLED,60,800,3279,20,TRUE,12,TRUE,FALSE,FALSE,FALSE,1.5,IP68,TRUE,TRUE,TRUE,12,2160,60,172,7.8,bar,5G,iOS,16,Glass,Aluminum,Dolby Vision,2,2,TRUE,ultra_premium,66,61.14,70.78,58.03,87.24,22.82,76,60.79
Honor X50 GT,2024,Mid-Range,Snapdragon 8 Plus Gen 1,1024,16,Unknown,6.78,431,AMOLED,120,600,5800,35,FALSE,108,FALSE,FALSE,FALSE,FALSE,1.8,IP53,TRUE,TRUE,FALSE,8,2160,30,192,8,bar,5G,Android,13,Unknown,Unknown,Unknown,2,2,TRUE,none_generic,57,62.95,63.26,55.32,45.72,51.09,90.86,60.78
Huawei Mate XT Ultimate,2024,Flagship,Kirin 9010,256,16,Unknown,10.2,381,Tri-foldable LTPO OLED,90,600,5600,66,TRUE,50,TRUE,FALSE,FALSE,FALSE,1.4,Unknown,FALSE,FALSE,TRUE,8,2160,60,298,3.6,trifold,5G,HarmonyOS,4.2,Unknown,Unknown,Unknown,3,2,TRUE,none_generic,45,48.01,80.57,49.07,32.08,74.36,84.88,60.78
Huawei P50 Pro,2021,Flagship,Kirin 9000,512,12,Unknown,6.6,450,OLED,120,600,4360,66,TRUE,50,TRUE,FALSE,FALSE,TRUE,1.8,IP68,TRUE,TRUE,TRUE,13,2160,60,195,8.5,bar,4G,Android,12,Glass,Aluminum,Unknown,4,2,TRUE,none_generic,46,46.9,79.82,56.46,72.09,55.76,62.14,60.77
Honor Power,2025,Entry-Level,Snapdragon 7 Gen 3,256,8,Unknown,6.78,437,AMOLED,120,1600,8000,66,FALSE,50,TRUE,FALSE,FALSE,FALSE,2,Unknown,FALSE,FALSE,TRUE,16,2160,30,209,8,bar,5G,Android,15,Unknown,Unknown,HDR,2,2,TRUE,none_generic,43,38.24,72.3,71.76,29.36,65.36,96.29,60.74
OnePlus 9RT 5G,2021,Mid-Range,Snapdragon 888,256,12,UFS 3.1,6.62,397,AMOLED,120,600,4500,65,FALSE,50,TRUE,TRUE,FALSE,FALSE,1.8,Unknown,FALSE,FALSE,TRUE,16,2160,60,198.5,8.3,bar,5G,Android,11,Glass,Aluminum,HDR10+,4,2,TRUE,standard_branded,47,53.17,77.43,66.03,42,42.5,81.43,60.7
OnePlus 10R,2022,Mid-Range,Dimensity 8100,128,8,UFS 3.1,6.7,394,Fluid AMOLED,120,600,5000,80,FALSE,50,TRUE,TRUE,FALSE,FALSE,1.8,Unknown,FALSE,FALSE,TRUE,16,2160,30,186,8.2,bar,5G,Android,12,Plastic,Plastic,HDR10+,3,2,TRUE,standard_branded,45,46.4,76.1,69.9,30.61,55.45,85.14,60.69
Xiaomi Redmi Note 14 5G,2025,Mid-Range,Dimensity 7025,512,12,UFS 2.2,6.67,395,AMOLED,120,1200,5110,45,FALSE,108,TRUE,TRUE,FALSE,FALSE,1.7,IP64,TRUE,TRUE,TRUE,20,1080,30,190,8,bar,5G,Android,14,Plastic,Plastic,HDR10+,3,2,TRUE,standard_branded,34,42.7,75.86,71.06,44.77,44.38,94.57,60.65
Apple iPhone 12 Pro Max,2020,Flagship,A14 Bionic,512,6,NVMe,6.7,458,Super Retina XDR OLED,60,800,3687,20,TRUE,12,TRUE,FALSE,TRUE,FALSE,1.6,IP68,TRUE,TRUE,TRUE,12,2160,60,228,7.4,bar,5G,iOS,14.1,Glass,Stainless Steel,Dolby Vision,3,2,TRUE,ultra_premium,61,60.72,72.13,57.91,82.11,28.94,68.96,60.64
Tecno Camon 40 Pro,2025,Mid-Range,Dimensity 7300,256,8,UFS 2.x,6.78,393,AMOLED,144,600,5200,45,FALSE,50,TRUE,FALSE,FALSE,FALSE,1.9,IP68/IP69,TRUE,TRUE,TRUE,50,2160,60,179,7.3,bar,5G,Android,15,Plastic,Plastic,Unknown,2,2,TRUE,premium_branded,38,38.24,81.21,55.54,71.95,45.73,96.29,60.59
Xiaomi Redmi Note 15 Pro 4G,2026,Mid-Range,Helio G200,512,12,UFS 2.2,6.77,388,AMOLED,120,1280,6500,45,FALSE,200,TRUE,FALSE,FALSE,FALSE,1.7,IP65,TRUE,TRUE,TRUE,32,1080,60,195,8,bar,4G,Android,15,Plastic,Unknown,Unknown,2,2,TRUE,ultra_premium,31,40.9,81.13,58.57,60.3,57.73,77.29,60.58
Nothing Phone (2a) Plus,2024,Mid-Range,Dimensity 7350,256,12,Unknown,6.7,395,AMOLED,120,1100,5000,50,FALSE,50,TRUE,FALSE,FALSE,FALSE,1.9,IP54,TRUE,TRUE,TRUE,50,2160,30,190,8.5,bar,5G,Android,14,Plastic,Plastic,HDR10+,2,2,TRUE,standard_branded,41,41.32,79.88,70.2,42.99,44.55,92.57,60.58
OnePlus 9R,2021,Mid-Range,Snapdragon 870,256,12,UFS 3.1,6.55,402,Fluid AMOLED,120,600,4500,65,FALSE,48,TRUE,TRUE,FALSE,FALSE,1.7,Unknown,FALSE,FALSE,TRUE,16,2160,60,189,8.4,bar,5G,Android,10,Glass,Aluminum,HDR10+,4,2,TRUE,standard_branded,44,51.37,74.96,70.38,42.96,42.5,79.71,60.55
Honor 80 Pro,2022,Mid-Range,Snapdragon 8 Plus Gen 1,512,12,Unknown,6.78,437,OLED,120,1000,4800,66,FALSE,160,TRUE,FALSE,FALSE,FALSE,1.8,Unknown,FALSE,FALSE,FALSE,50,2160,30,188,7.8,bar,5G,Android,12,Unknown,Unknown,HDR,3,2,TRUE,none_generic,57,53.5,74.65,66.61,32.99,47.36,85.14,60.54
Nothing Phone (3a) Pro,2025,Mid-Range,Snapdragon 7s Gen 3,128,8,Unknown,6.77,387,AMOLED,120,1300,5000,50,FALSE,50,TRUE,FALSE,FALSE,FALSE,1.9,IP64,TRUE,TRUE,TRUE,50,2160,30,211,8.4,bar,5G,Android,15,Glass,Plastic,HDR10+,3,2,TRUE,standard_branded,43,36.95,79.88,71.43,47.17,44.55,96.29,60.53
Honor Magic7 Lite,2025,Mid-Range,Snapdragon 6 Gen 1,256,12,Unknown,6.78,437,AMOLED,120,1600,6600,66,FALSE,108,TRUE,FALSE,FALSE,FALSE,1.8,IP64,TRUE,TRUE,TRUE,16,2160,30,189,8,bar,5G,Android,14,Unknown,Unknown,Unknown,2,1,TRUE,none_generic,36,38.32,79.72,64.26,46.14,65.36,77.07,60.5
Apple iPhone 14,2022,Flagship,A15 Bionic,128,6,NVMe,6.1,460,Super Retina XDR OLED,60,800,3279,20,TRUE,12,TRUE,FALSE,FALSE,FALSE,1.5,IP68,TRUE,TRUE,TRUE,12,2160,60,172,7.8,bar,5G,iOS,16,Glass,Aluminum,Dolby Vision,2,2,TRUE,ultra_premium,66,59.85,70.78,58.03,87.24,22.82,76,60.47
Huawei Mate 40 RS Porsche Design,2020,Flagship,Kirin 9000,256,8,SFS 1.0,6.76,456,OLED,90,600,4400,66,TRUE,50,TRUE,FALSE,TRUE,TRUE,1.9,IP68,TRUE,TRUE,TRUE,13,2160,60,234,10.1,bar,5G,Android,10,Ceramic,Aluminum,HDR10,4,2,TRUE,none_generic,46,43.04,81.17,54.32,63.71,56.36,77.71,60.45
Google Pixel Fold,2023,Flagship,Tensor G2,512,12,UFS 3.1,7.6,378,Foldable OLED,120,1000,4821,18,TRUE,48,TRUE,FALSE,TRUE,FALSE,1.7,IPX8,FALSE,TRUE,TRUE,8,2160,60,283,5.8,fold,5G,Android,13,Glass,Aluminum,HDR10+,3,1,TRUE,none_generic,48,56.35,74.49,68.32,37.74,45.22,71.36,60.34
Honor Magic4,2022,Flagship,Snapdragon 8 Gen 1,256,12,Unknown,6.81,431,LTPO OLED,120,1000,4800,66,FALSE,50,TRUE,FALSE,FALSE,FALSE,1.8,IP54,TRUE,TRUE,FALSE,12,2160,60,199,8.8,bar,5G,Android,12,Unknown,Unknown,HDR10+,3,2,TRUE,none_generic,52,47.92,64.45,78.25,41.89,47.36,85.14,60.33
Huawei nova Flip S,2025,Mid-Range,Kirin 8020,512,12,Unknown,6.94,421,Foldable LTPO OLED,120,600,4400,66,FALSE,50,TRUE,FALSE,FALSE,FALSE,1.9,Splash Resistant,TRUE,FALSE,TRUE,32,2160,30,195,6.9,flip,5G,HarmonyOS,5.1,Unknown,Aluminum,HDR,2,2,TRUE,none_generic,44,45.7,79.88,68.97,37.15,41.36,92.15,60.33
Nothing Phone (2a),2024,Mid-Range,Dimensity 7200,256,12,Unknown,6.7,394,AMOLED,120,1100,5000,45,FALSE,50,TRUE,FALSE,FALSE,FALSE,1.9,IP54,TRUE,TRUE,TRUE,32,2160,30,190,8.6,bar,5G,Android,14,Plastic,Plastic,HDR10+,2,2,TRUE,standard_branded,41,41.32,79.88,70.14,42.63,42.73,92.57,60.26
Apple iPhone 13 mini,2021,Flagship,A15 Bionic,512,4,NVMe,5.4,476,Super Retina XDR OLED,60,800,2438,20,TRUE,12,TRUE,FALSE,FALSE,FALSE,1.6,IP68,TRUE,TRUE,TRUE,12,2160,60,141,7.7,bar,5G,iOS,15,Glass,Aluminum,Dolby Vision,2,2,TRUE,ultra_premium,66,61.58,69.13,58.99,91.9,18.64,72.4,60.25
Samsung Galaxy A54,2023,Mid-Range,Exynos 1380,256,8,Unknown,6.4,403,Super AMOLED,120,1000,5000,25,FALSE,50,TRUE,TRUE,FALSE,FALSE,1.8,IP67,TRUE,TRUE,TRUE,32,2160,30,202,8.2,bar,5G,Android,13,Glass,Plastic,HDR10+,3,2,TRUE,standard_branded,36,34.04,82.03,73.87,63.13,35.45,88.86,60.21
Honor 600 Lite,2026,Mid-Range,Dimensity 7100,256,8,Unknown,6.6,434,AMOLED,120,2000,6520,45,FALSE,108,TRUE,FALSE,FALSE,FALSE,1.8,IP66,TRUE,TRUE,FALSE,16,1080,30,180,7.3,bar,5G,Android,16,Glass,Aluminum,Unknown,2,2,TRUE,none_generic,36,34.04,61.22,67.5,72.46,57.73,100,60.16
Realme 15 Lite,2025,Mid-Range,Dimensity 7300,256,12,UFS,6.67,395,OLED,120,800,5000,80,FALSE,50,FALSE,FALSE,FALSE,FALSE,1.8,IP65,TRUE,TRUE,TRUE,16,2160,30,185,7.6,bar,5G,Android,15,Unknown,Unknown,Unknown,2,2,TRUE,none_generic,38,44.02,73.1,54.88,56.12,55.45,96.29,60.16
Apple iPhone 13,2021,Flagship,A15 Bionic,512,4,NVMe,6.1,460,Super Retina XDR OLED,60,800,3240,20,TRUE,12,TRUE,FALSE,FALSE,FALSE,1.6,IP68,TRUE,TRUE,TRUE,12,2160,60,174,7.7,bar,5G,iOS,15,Glass,Aluminum,Dolby Vision,2,2,TRUE,ultra_premium,66,61.58,69.13,58.03,87.32,22.24,72.4,60.13
Infinix GT 20 Pro,2024,Mid-Range,Dimensity 8200,256,8,UFS 3.1,6.78,388,AMOLED,144,520,5000,45,FALSE,108,FALSE,TRUE,FALSE,FALSE,1.8,IP54,TRUE,TRUE,TRUE,32,2160,60,194,8.2,bar,5G,Android,14,Unknown,Unknown,Unknown,3,2,TRUE,none_generic,46,48.29,84.98,54.56,44.73,42.73,92.57,60.12
Realme 16,2025,Mid-Range,Dimensity 6400,256,8,UFS 2.2,6.57,397,AMOLED,120,1400,7000,60,FALSE,50,FALSE,FALSE,FALSE,FALSE,1.8,IP68/IP69K,TRUE,TRUE,FALSE,50,1080,30,183,8.1,bar,5G,Android,16,Plastic,Plastic,HDR,2,2,TRUE,standard_branded,32,34.64,60.53,67.64,65.39,63.18,98,60.11
Honor Magic7 Lite,2025,Mid-Range,Snapdragon 6 Gen 1,512,8,Unknown,6.78,437,AMOLED,120,1600,6600,66,FALSE,108,TRUE,FALSE,FALSE,FALSE,1.8,IP64,TRUE,TRUE,TRUE,16,2160,30,189,8,bar,5G,Android,14,Unknown,Unknown,Unknown,2,1,TRUE,none_generic,36,36.62,79.72,64.26,46.14,65.36,77.07,60.08
Sony Xperia 5 III,2021,Flagship,Snapdragon 888,256,8,UFS 3.x,6.1,449,OLED,120,600,4500,21,FALSE,12,TRUE,FALSE,TRUE,FALSE,1.7,IP65/IP68,TRUE,TRUE,TRUE,8,2160,120,168,8.2,bar,5G,Android,11,Glass,Aluminum,HDR,3,2,TRUE,premium_branded,47,46.64,75.66,63.9,83.74,26.5,81.43,60.06
Infinix Note 50 Pro 4G,2025,Mid-Range,Helio G100,256,12,UFS 2.2,6.78,393,AMOLED,144,520,5200,90,TRUE,50,TRUE,FALSE,FALSE,FALSE,1.9,IP64,TRUE,TRUE,TRUE,32,1440,30,198,7.3,bar,4G,Android,15,Unknown,Aluminum,Unknown,2,2,TRUE,none_generic,31,38.32,76.12,54.86,51.67,77.09,75.29,60.04
Samsung Galaxy A36,2025,Mid-Range,Snapdragon 6 Gen 3,256,8,UFS 2.2,6.7,385,Super AMOLED,120,1200,5000,45,FALSE,50,TRUE,TRUE,FALSE,FALSE,1.8,IP67,TRUE,TRUE,TRUE,12,2160,30,195,7.4,bar,5G,Android,15,Glass,Plastic,Unknown,3,2,TRUE,premium_branded,39,38.84,74.62,61.76,70.11,42.73,96.29,60.04
Xiaomi Redmi Note 14 5G,2025,Mid-Range,Dimensity 7025,256,12,UFS 2.2,6.67,395,AMOLED,120,1200,5110,45,FALSE,108,TRUE,TRUE,FALSE,FALSE,1.7,IP64,TRUE,TRUE,TRUE,20,1080,30,190,8,bar,5G,Android,14,Plastic,Plastic,HDR10+,3,2,TRUE,standard_branded,34,40.12,75.86,71.06,44.77,44.38,94.57,60.01
Huawei nova 14 Lite,2025,Mid-Range,Snapdragon 778G,512,12,Unknown,6.7,395,OLED,120,600,5500,66,FALSE,50,TRUE,FALSE,FALSE,FALSE,1.9,IP65,TRUE,TRUE,FALSE,50,2160,30,191,7.2,bar,5G,HarmonyOS,5.1,Unknown,Unknown,HDR,2,2,TRUE,none_generic,38,42.1,68.88,60.66,56.72,57.86,92.15,60
Apple iPhone 12 Pro Max,2020,Flagship,A14 Bionic,256,6,NVMe,6.7,458,Super Retina XDR OLED,60,800,3687,20,TRUE,12,TRUE,FALSE,TRUE,FALSE,1.6,IP68,TRUE,TRUE,TRUE,12,2160,60,228,7.4,bar,5G,iOS,14.1,Glass,Stainless Steel,Dolby Vision,3,2,TRUE,ultra_premium,61,58.14,72.13,57.91,82.11,28.94,68.96,59.99
Huawei Mate 50,2022,Flagship,Snapdragon 8 Plus Gen 1,512,8,UFS 3.1,6.7,442,OLED,90,600,4460,66,TRUE,50,TRUE,FALSE,FALSE,FALSE,1.4,IP68,TRUE,TRUE,FALSE,13,2160,60,202,8,bar,4G,Android,12,Unknown,Unknown,Unknown,3,2,TRUE,premium_branded,57,57.47,71.42,45.98,71.16,57.26,64.14,59.97
Realme 15T,2025,Mid-Range,Dimensity 6400,512,12,UFS 2.2,6.57,401,AMOLED,120,1400,7000,60,FALSE,50,FALSE,FALSE,FALSE,FALSE,1.8,IP68/IP69,TRUE,TRUE,FALSE,50,1080,30,181,7.8,bar,5G,Android,15,Plastic,Plastic,Unknown,2,2,TRUE,none_generic,32,41.5,60.53,60.38,63.06,63.18,96.29,59.97
Xiaomi Redmi Note 15 Pro 4G,2026,Mid-Range,Helio G200,256,12,UFS 2.2,6.77,388,AMOLED,120,1280,6500,45,FALSE,200,TRUE,FALSE,FALSE,FALSE,1.7,IP65,TRUE,TRUE,TRUE,32,1080,60,195,8,bar,4G,Android,15,Plastic,Unknown,Unknown,2,2,TRUE,ultra_premium,31,38.32,81.13,58.57,60.3,57.73,77.29,59.94
Nothing Phone (1),2022,Mid-Range,Snapdragon 778G Plus,256,8,UFS 3.1,6.55,402,OLED,120,480,4500,33,TRUE,50,TRUE,FALSE,FALSE,FALSE,1.9,IP53,TRUE,TRUE,TRUE,16,2160,30,193.5,8.3,bar,5G,Android,12,Glass,Aluminum,HDR10+,2,2,TRUE,standard_branded,39,44.09,73.95,65.31,56.69,45.86,85.14,59.94
Tecno Camon 30 Pro,2024,Mid-Range,Dimensity 8200,512,12,Unknown,6.78,393,AMOLED,144,600,5000,70,FALSE,50,TRUE,FALSE,FALSE,FALSE,1.9,Unknown,FALSE,FALSE,TRUE,50,2160,60,188.6,7.7,bar,5G,Android,14,"Eco-Leather, Glass",Unknown,Unknown,3,2,TRUE,none_generic,46,46.9,81.21,55.54,38.16,51.82,92.57,59.92
Tecno Phantom X2,2023,Flagship,Dimensity 9000,256,8,UFS 3.1,6.8,387,AMOLED,120,600,5160,45,FALSE,64,TRUE,FALSE,FALSE,FALSE,1.7,Unknown,FALSE,FALSE,TRUE,32,2160,60,203,8.9,bar,5G,Android,12,Plastic,Aluminum,Unknown,3,2,TRUE,premium_branded,55,53.69,84.51,52.68,35.64,45.13,87.14,59.91
Honor 80 Pro,2022,Mid-Range,Snapdragon 8 Plus Gen 1,256,12,Unknown,6.78,437,OLED,120,1000,4800,66,FALSE,160,TRUE,FALSE,FALSE,FALSE,1.8,Unknown,FALSE,FALSE,FALSE,50,2160,30,188,7.8,bar,5G,Android,12,Unknown,Unknown,HDR,3,2,TRUE,none_generic,57,50.92,74.65,66.61,32.99,47.36,85.14,59.9
Honor 90,2023,Mid-Range,Snapdragon 7 Gen 1,512,16,Unknown,6.7,435,AMOLED,120,640,5000,66,FALSE,200,TRUE,FALSE,FALSE,FALSE,1.9,Unknown,FALSE,FALSE,FALSE,50,2160,30,183,7.8,bar,5G,Android,13,Unknown,Unknown,HDR10+,3,2,TRUE,none_generic,39,46.99,73,68.66,33.68,50.36,88.86,59.89
Samsung Galaxy A54,2023,Mid-Range,Exynos 1380,128,8,Unknown,6.4,403,Super AMOLED,120,1000,5000,25,FALSE,50,TRUE,TRUE,FALSE,FALSE,1.8,IP67,TRUE,TRUE,TRUE,32,2160,30,202,8.2,bar,5G,Android,13,Glass,Plastic,HDR10+,3,2,TRUE,standard_branded,36,32.75,82.03,73.87,63.13,35.45,88.86,59.88
Samsung Galaxy Z Flip5,2023,Flagship,Snapdragon 8 Gen 2,512,8,UFS 4.0,6.7,425,Foldable Dynamic AMOLED 2X,120,700,3700,25,TRUE,12,TRUE,FALSE,FALSE,FALSE,1.8,IPX8,FALSE,TRUE,TRUE,10,2160,60,187,6.9,flip,5G,Android,13,Unknown,Aluminum,HDR10+,2,1,TRUE,none_generic,63,64.07,65.09,75.32,39.65,30.95,71.36,59.84
Honor 600 Lite,2026,Mid-Range,Dimensity 7100,128,8,Unknown,6.6,434,AMOLED,120,2000,6520,45,FALSE,108,TRUE,FALSE,FALSE,FALSE,1.8,IP66,TRUE,TRUE,FALSE,16,1080,30,180,7.3,bar,5G,Android,16,Glass,Aluminum,Unknown,2,2,TRUE,none_generic,36,32.75,61.22,67.5,72.46,57.73,100,59.84
Samsung Galaxy S20 FE,2020,Flagship,Exynos 990,256,8,UFS 3.1,6.5,407,Super AMOLED,120,600,4500,25,TRUE,12,TRUE,FALSE,TRUE,FALSE,1.8,IP68,TRUE,TRUE,TRUE,32,2160,60,190,8.4,bar,4G,Android,10,Plastic,Aluminum,HDR10+,3,2,TRUE,standard_branded,41,45.29,76.23,70.68,70.08,42.95,56.71,59.83
Huawei nova 12 Ultra,2024,Mid-Range,Kirin 9000S,512,12,Unknown,6.76,449,LTPO OLED,120,600,4600,100,FALSE,50,TRUE,FALSE,FALSE,FALSE,1.4,Unknown,FALSE,FALSE,FALSE,8,2160,30,198,7.7,bar,5G,HarmonyOS,4,Eco-Leather,Unknown,HDR,2,2,TRUE,premium_branded,41,43.9,68.24,70.65,41.85,56.73,83.71,59.82
Oppo F33 Pro,2026,Entry-Level,Dimensity 6360,256,8,UFS 2.2,6.57,397,AMOLED,120,1400,7000,80,FALSE,50,FALSE,FALSE,FALSE,FALSE,1.8,IP68/IP69K,TRUE,TRUE,FALSE,50,1080,60,194,8.3,bar,5G,Android,16,Plastic,Plastic,Unknown,2,2,TRUE,standard_branded,31,34.04,61.86,60.14,63.15,70.45,100,59.79
Realme 16,2025,Mid-Range,Dimensity 6400,128,8,UFS 2.2,6.57,397,AMOLED,120,1400,7000,60,FALSE,50,FALSE,FALSE,FALSE,FALSE,1.8,IP68/IP69K,TRUE,TRUE,FALSE,50,1080,30,183,8.1,bar,5G,Android,16,Plastic,Plastic,HDR,2,2,TRUE,standard_branded,32,33.35,60.53,67.64,65.39,63.18,98,59.79
Google Pixel 7,2022,Mid-Range,Tensor G2,256,8,UFS 3.1,6.3,416,AMOLED,90,1000,4355,20,TRUE,50,TRUE,FALSE,FALSE,FALSE,1.9,IP68,TRUE,TRUE,TRUE,10.8,2160,60,197,8.7,bar,5G,Android,13,Glass,Aluminum,HDR10+,2,1,TRUE,premium_branded,48,49.49,73.36,60.6,77.93,38.96,69.36,59.74
Sony Xperia 5 III,2021,Flagship,Snapdragon 888,128,8,UFS 3.x,6.1,449,OLED,120,600,4500,21,FALSE,12,TRUE,FALSE,TRUE,FALSE,1.7,IP65/IP68,TRUE,TRUE,TRUE,8,2160,120,168,8.2,bar,5G,Android,11,Glass,Aluminum,HDR,3,2,TRUE,premium_branded,47,45.35,75.66,63.9,83.74,26.5,81.43,59.74
